Sujeto;Canal;Coeficiente;Mediana;RMS;Curtosis;Norma;Entropia;Condicion
Subject01;EEG Fz;cA8;0.000000;0.000056;34.674057;0.000395;2.205343;0
Subject01;EEG Fz;cD8;0.000015;0.000071;4.175790;0.000505;3.043871;0
Subject01;EEG Fz;cD7;0.000318;0.000595;0.495066;0.004206;3.344682;0
Subject01;EEG Fz;cD6;0.000506;0.002106;0.358355;0.014890;3.121610;0
Subject01;EEG Fz;cD5;0.003761;0.006628;-0.870599;0.046865;3.425798;0
Subject01;EEG Fz;cD4;0.014429;0.036172;1.657909;0.255777;3.400495;0
Subject01;EEG Fz;cD3;0.407092;1.184421;21.106553;8.375122;3.003405;0
Subject01;EEG Fz;cD2;10.811798;67.951096;33.408830;480.486809;2.821101;0
Subject01;EEG Fz;cD1;2291.435587;23678.414122;43.335645;167431.671937;2.098060;0
Subject01;EEG Cz;cA8;0.000006;0.000048;35.658766;0.000338;2.564015;0
Subject01;EEG Cz;cD8;0.000011;0.000054;5.488079;0.000385;2.945202;0
Subject01;EEG Cz;cD7;0.000116;0.000447;0.782689;0.003163;3.293585;0
Subject01;EEG Cz;cD6;0.001311;0.002397;-0.291115;0.016952;3.363503;0
Subject01;EEG Cz;cD5;0.004085;0.006730;-0.241237;0.047590;3.551483;0
Subject01;EEG Cz;cD4;0.017260;0.033713;3.522869;0.238388;3.346640;0
Subject01;EEG Cz;cD3;0.164224;0.949379;17.678372;6.713125;2.977375;0
Subject01;EEG Cz;cD2;7.596653;50.011136;32.983904;353.632130;2.744426;0
Subject01;EEG Cz;cD1;1740.562029;18441.745478;43.662576;130402.832843;2.067136;0
Subject01;EEG Pz;cA8;0.000006;0.000046;35.563837;0.000326;2.581562;0
Subject01;EEG Pz;cD8;0.000004;0.000043;7.917096;0.000301;2.735920;0
Subject01;EEG Pz;cD7;0.000068;0.000302;3.265126;0.002138;3.064252;0
Subject01;EEG Pz;cD6;0.000983;0.001738;0.092329;0.012290;3.443460;0
Subject01;EEG Pz;cD5;0.000966;0.004036;4.622002;0.028539;3.207329;0
Subject01;EEG Pz;cD4;0.011409;0.037338;12.423419;0.264021;3.110180;0
Subject01;EEG Pz;cD3;0.166113;1.049800;29.011465;7.423204;2.776328;0
Subject01;EEG Pz;cD2;7.136208;46.936506;33.142835;331.891214;2.761987;0
Subject01;EEG Pz;cD1;1586.366817;16828.952022;43.416489;118998.660948;2.050773;0
Subject01;EEG A2-A1;cA8;0.000080;0.000589;34.532294;0.004162;2.519541;0
Subject01;EEG A2-A1;cD8;0.000220;0.001124;6.748943;0.007951;2.867267;0
Subject01;EEG A2-A1;cD7;0.002201;0.009787;4.013543;0.069206;3.071310;0
Subject01;EEG A2-A1;cD6;0.031062;0.057317;0.455741;0.405293;3.364853;0
Subject01;EEG A2-A1;cD5;0.032689;0.130345;3.042918;0.921677;3.288322;0
Subject01;EEG A2-A1;cD4;0.340139;0.608935;2.400208;4.305820;3.442472;0
Subject01;EEG A2-A1;cD3;0.475656;2.572942;13.510311;18.193450;2.925974;0
Subject01;EEG A2-A1;cD2;0.000000;82.787812;37.757872;585.398233;2.056417;0
Subject01;EEG A2-A1;cD1;0.000000;28514.809696;43.165571;201630.153005;1.716407;0
Subject02;EEG Fp1;cA8;0.000000;0.000143;41.092599;0.001011;1.979954;0
Subject02;EEG Fp1;cD8;0.000030;0.000141;2.403130;0.000999;2.937379;0
Subject02;EEG Fp1;cD7;0.000227;0.000969;1.180218;0.006851;3.121320;0
Subject02;EEG Fp1;cD6;0.002987;0.005272;0.464422;0.037278;3.450360;0
Subject02;EEG Fp1;cD5;0.001535;0.006233;0.300503;0.044077;3.190973;0
Subject02;EEG Fp1;cD4;0.010521;0.018717;-0.487850;0.132348;3.421640;0
Subject02;EEG Fp1;cD3;0.025956;0.152194;14.238415;1.076177;2.852153;0
Subject02;EEG Fp1;cD2;1.119799;7.817772;37.166720;55.279994;2.749362;0
Subject02;EEG Fp1;cD1;271.997884;2918.627282;43.746743;20637.811430;2.047461;0
Subject02;EEG Fp2;cA8;0.000005;0.000031;31.225742;0.000221;2.681572;0
Subject02;EEG Fp2;cD8;0.000000;0.000021;4.651971;0.000149;2.793067;0
Subject02;EEG Fp2;cD7;0.000040;0.000149;-0.687743;0.001050;3.337282;0
Subject02;EEG Fp2;cD6;0.000469;0.001172;-0.220519;0.008289;3.341211;0
Subject02;EEG Fp2;cD5;0.001060;0.001915;1.394189;0.013540;3.409059;0
Subject02;EEG Fp2;cD4;0.010308;0.021038;7.654043;0.148760;3.317555;0
Subject02;EEG Fp2;cD3;0.059877;0.317855;17.636003;2.247574;3.093093;0
Subject02;EEG Fp2;cD2;2.747240;18.144267;36.103701;128.299339;2.837391;0
Subject02;EEG Fp2;cD1;480.227080;5088.141322;43.662681;35978.592326;2.079842;0
Subject02;EEG F3;cA8;0.000000;0.000069;35.736786;0.000488;2.224730;0
Subject02;EEG F3;cD8;0.000026;0.000106;1.365170;0.000747;3.243703;0
Subject02;EEG F3;cD7;0.000080;0.000339;2.132562;0.002397;3.150220;0
Subject02;EEG F3;cD6;0.000461;0.001920;1.982824;0.013579;3.155050;0
Subject02;EEG F3;cD5;0.001075;0.004133;0.310966;0.029225;3.296862;0
Subject02;EEG F3;cD4;0.016698;0.033873;9.713222;0.239519;3.354650;0
Subject02;EEG F3;cD3;0.110894;0.616831;14.537472;4.361657;2.982953;0
Subject02;EEG F3;cD2;6.828343;43.754710;37.834038;309.392523;2.987603;0
Subject02;EEG F3;cD1;1169.944445;12413.546109;43.381342;87777.026323;2.035434;0
Subject02;EEG F4;cA8;0.000006;0.000050;31.146409;0.000352;2.413520;0
Subject02;EEG F4;cD8;0.000011;0.000051;3.613499;0.000360;2.973954;0
Subject02;EEG F4;cD7;0.000161;0.000406;-0.532079;0.002869;3.258213;0
Subject02;EEG F4;cD6;0.001954;0.003416;0.416989;0.024156;3.450274;0
Subject02;EEG F4;cD5;0.001919;0.004991;1.330723;0.035295;3.285643;0
Subject02;EEG F4;cD4;0.021673;0.043428;7.888559;0.307081;3.399128;0
Subject02;EEG F4;cD3;0.087179;0.454838;9.510141;3.216193;3.014190;0
Subject02;EEG F4;cD2;3.534691;24.656846;37.323160;174.350228;2.770956;0
Subject02;EEG F4;cD1;695.364282;7372.829138;43.522677;52133.774800;2.100659;0
Subject02;EEG F7;cA8;0.000000;0.000080;33.651247;0.000568;2.348779;0
Subject02;EEG F7;cD8;0.000040;0.000175;3.510407;0.001238;3.116565;0
Subject02;EEG F7;cD7;0.000168;0.000667;0.772281;0.004715;3.256200;0
Subject02;EEG F7;cD6;0.002469;0.006216;0.439999;0.043954;3.326157;0
Subject02;EEG F7;cD5;0.003866;0.007258;0.906838;0.051319;3.355863;0
Subject02;EEG F7;cD4;0.011318;0.019848;-0.749462;0.140344;3.421516;0
Subject02;EEG F7;cD3;0.030411;0.172727;12.977573;1.221362;2.839370;0
Subject02;EEG F7;cD2;1.352293;9.386510;38.252126;66.372650;2.834674;0
Subject02;EEG F7;cD1;301.993146;3200.842431;43.592340;22633.373883;2.100573;0
Subject02;EEG F8;cA8;0.000004;0.000031;31.214027;0.000222;2.518087;0
Subject02;EEG F8;cD8;0.000000;0.000042;3.614269;0.000296;2.675573;0
Subject02;EEG F8;cD7;0.000072;0.000304;4.877404;0.002152;3.155964;0
Subject02;EEG F8;cD6;0.002054;0.003852;3.211174;0.027236;3.392438;0
Subject02;EEG F8;cD5;0.002826;0.005577;1.218995;0.039435;3.255584;0
Subject02;EEG F8;cD4;0.023349;0.025649;-0.707376;0.181365;3.514077;0
Subject02;EEG F8;cD3;0.044534;0.244654;13.648666;1.729963;2.955934;0
Subject02;EEG F8;cD2;1.940234;12.913857;38.559289;91.314759;2.925419;0
Subject02;EEG F8;cD1;403.915028;4176.176684;43.226130;29530.028525;2.127527;0
Subject02;EEG T3;cA8;0.000000;0.000038;31.098408;0.000269;2.108957;0
Subject02;EEG T3;cD8;0.000000;0.000058;7.125956;0.000408;2.577351;0
Subject02;EEG T3;cD7;0.000107;0.000431;0.914748;0.003049;3.201062;0
Subject02;EEG T3;cD6;0.001103;0.002858;0.021484;0.020212;3.231513;0
Subject02;EEG T3;cD5;0.002064;0.003898;1.094558;0.027562;3.335480;0
Subject02;EEG T3;cD4;0.022162;0.042716;5.346781;0.302048;3.402830;0
Subject02;EEG T3;cD3;0.095168;0.494691;14.449549;3.497992;3.083689;0
Subject02;EEG T3;cD2;3.851574;25.600655;35.009256;181.023970;2.863537;0
Subject02;EEG T3;cD1;629.866966;7018.990581;43.853224;49631.758366;1.942734;0
Subject02;EEG T4;cA8;0.000008;0.000063;36.975289;0.000447;2.458655;0
Subject02;EEG T4;cD8;0.000013;0.000059;6.286975;0.000415;3.083477;0
Subject02;EEG T4;cD7;0.000154;0.000399;1.099657;0.002820;3.276684;0
Subject02;EEG T4;cD6;0.001153;0.003054;3.718708;0.021598;3.269269;0
Subject02;EEG T4;cD5;0.002476;0.004727;3.906721;0.033423;3.343744;0
Subject02;EEG T4;cD4;0.024456;0.049489;3.326614;0.349941;3.271603;0
Subject02;EEG T4;cD3;0.081481;0.459625;17.280043;3.250042;2.892508;0
Subject02;EEG T4;cD2;3.346731;24.405905;36.409516;172.575810;2.682295;0
Subject02;EEG T4;cD1;590.997294;6602.791468;43.347530;46688.786218;1.856763;0
Subject02;EEG C3;cA8;0.000000;0.000054;36.633655;0.000380;2.061453;0
Subject02;EEG C3;cD8;0.000014;0.000058;1.496136;0.000409;3.126364;0
Subject02;EEG C3;cD7;0.000192;0.000351;0.970120;0.002481;3.374412;0
Subject02;EEG C3;cD6;0.000615;0.002584;4.378980;0.018269;3.207195;0
Subject02;EEG C3;cD5;0.002310;0.004175;1.108105;0.029520;3.419944;0
Subject02;EEG C3;cD4;0.023191;0.050035;12.569766;0.353799;3.304779;0
Subject02;EEG C3;cD3;0.168991;0.986249;26.974827;6.973835;2.990886;0
Subject02;EEG C3;cD2;13.592567;57.210913;36.594496;404.542247;2.978979;0
Subject02;EEG C3;cD1;1512.034041;16040.393723;43.416745;113422.711745;2.043321;0
Subject02;EEG C4;cA8;0.000008;0.000066;34.558919;0.000467;2.373027;0
Subject02;EEG C4;cD8;0.000000;0.000043;4.223398;0.000302;2.791029;0
Subject02;EEG C4;cD7;0.000168;0.000312;-0.300182;0.002208;3.356916;0
Subject02;EEG C4;cD6;0.000505;0.002035;1.001663;0.014387;3.242796;0
Subject02;EEG C4;cD5;0.002341;0.004098;0.219361;0.028976;3.453669;0
Subject02;EEG C4;cD4;0.022121;0.041767;3.339523;0.295338;3.408865;0
Subject02;EEG C4;cD3;0.156450;0.881969;16.725403;6.236463;2.928356;0
Subject02;EEG C4;cD2;13.072846;53.284209;34.360854;376.776253;2.950363;0
Subject02;EEG C4;cD1;1256.466157;13333.941849;43.346446;94285.207011;2.044083;0
Subject02;EEG T5;cA8;0.000000;0.000080;33.834755;0.000565;2.216069;0
Subject02;EEG T5;cD8;0.000006;0.000066;8.823779;0.000470;2.813279;0
Subject02;EEG T5;cD7;0.000149;0.000631;0.990209;0.004461;3.117025;0
Subject02;EEG T5;cD6;0.002470;0.004491;-0.983339;0.031753;3.361405;0
Subject02;EEG T5;cD5;0.002864;0.004890;1.170167;0.034577;3.534924;0
Subject02;EEG T5;cD4;0.013018;0.055992;8.905793;0.395923;3.256422;0
Subject02;EEG T5;cD3;0.170184;0.988531;27.543650;6.989969;2.990767;0
Subject02;EEG T5;cD2;8.598511;54.882484;38.588405;388.077767;2.998574;0
Subject02;EEG T5;cD1;1339.586574;14061.193027;42.896720;99427.649406;2.072442;0
Subject02;EEG T6;cA8;0.000005;0.000037;32.861881;0.000259;2.436891;0
Subject02;EEG T6;cD8;0.000010;0.000047;6.167397;0.000332;3.053884;0
Subject02;EEG T6;cD7;0.000158;0.000423;2.436029;0.002993;3.279009;0
Subject02;EEG T6;cD6;0.000884;0.003561;1.553968;0.025177;3.239220;0
Subject02;EEG T6;cD5;0.002674;0.004948;4.370210;0.034989;3.418686;0
Subject02;EEG T6;cD4;0.025705;0.051442;3.807858;0.363746;3.281050;0
Subject02;EEG T6;cD3;0.117183;0.677437;16.869538;4.790201;2.921610;0
Subject02;EEG T6;cD2;5.701785;41.329093;37.459118;292.240819;2.693578;0
Subject02;EEG T6;cD1;896.664688;9899.925352;43.193727;70003.043497;1.897562;0
Subject02;EEG P3;cA8;0.000012;0.000088;35.188088;0.000619;2.603469;0
Subject02;EEG P3;cD8;0.000010;0.000052;4.704306;0.000367;2.923463;0
Subject02;EEG P3;cD7;0.000103;0.000408;1.508432;0.002886;3.267957;0
Subject02;EEG P3;cD6;0.000636;0.002532;-0.214665;0.017901;3.192722;0
Subject02;EEG P3;cD5;0.001732;0.003008;0.532809;0.021271;3.459808;0
Subject02;EEG P3;cD4;0.019289;0.044048;11.901014;0.311469;3.237093;0
Subject02;EEG P3;cD3;0.164753;0.933437;16.440417;6.600400;2.958518;0
Subject02;EEG P3;cD2;8.755785;57.214887;38.116324;404.570346;2.918234;0
Subject02;EEG P3;cD1;1512.727241;16248.972177;43.540892;114897.584136;2.006970;0
Subject02;EEG P4;cA8;0.000006;0.000048;31.517950;0.000339;2.371242;0
Subject02;EEG P4;cD8;0.000014;0.000060;2.834254;0.000425;3.139951;0
Subject02;EEG P4;cD7;0.000080;0.000314;0.491288;0.002220;3.214375;0
Subject02;EEG P4;cD6;0.001587;0.002750;1.114757;0.019449;3.480190;0
Subject02;EEG P4;cD5;0.001599;0.002763;-0.757367;0.019538;3.443047;0
Subject02;EEG P4;cD4;0.017987;0.040840;8.724133;0.288780;3.200795;0
Subject02;EEG P4;cD3;0.171796;0.911328;12.334103;6.444066;2.973515;0
Subject02;EEG P4;cD2;10.741682;64.037002;34.796729;452.809982;3.030124;0
Subject02;EEG P4;cD1;1663.398517;17621.036148;43.698267;124599.541518;2.107800;0
Subject02;EEG O1;cA8;0.000004;0.000062;36.534002;0.000438;2.330503;0
Subject02;EEG O1;cD8;0.000006;0.000032;5.387646;0.000224;2.910795;0
Subject02;EEG O1;cD7;0.000000;0.000306;5.774210;0.002164;2.802734;0
Subject02;EEG O1;cD6;0.001196;0.002128;0.385235;0.015046;3.424236;0
Subject02;EEG O1;cD5;0.000642;0.001184;-0.037037;0.008370;3.378081;0
Subject02;EEG O1;cD4;0.008973;0.018854;7.539133;0.133315;3.291556;0
Subject02;EEG O1;cD3;0.064722;0.373931;17.746793;2.644093;3.004658;0
Subject02;EEG O1;cD2;5.044166;23.068748;40.555342;163.120684;2.899914;0
Subject02;EEG O1;cD1;617.961827;6625.173326;43.919562;46847.049856;2.082195;0
Subject02;EEG O2;cA8;0.000000;0.000042;36.885192;0.000299;2.140125;0
Subject02;EEG O2;cD8;0.000009;0.000045;3.203909;0.000321;2.929418;0
Subject02;EEG O2;cD7;0.000035;0.000144;2.190367;0.001016;3.227235;0
Subject02;EEG O2;cD6;0.001148;0.002006;-0.285171;0.014186;3.462893;0
Subject02;EEG O2;cD5;0.000489;0.001199;-0.203318;0.008477;3.343470;0
Subject02;EEG O2;cD4;0.009503;0.022659;17.387068;0.160226;3.170295;0
Subject02;EEG O2;cD3;0.132416;0.612845;12.616862;4.333469;3.231021;0
Subject02;EEG O2;cD2;7.307797;44.246885;36.167409;312.872722;3.051137;0
Subject02;EEG O2;cD1;1404.986362;14696.721480;43.574984;103921.514198;2.101510;0
Subject02;EEG Fz;cA8;0.000003;0.000052;33.213864;0.000371;2.330939;0
Subject02;EEG Fz;cD8;0.000016;0.000072;6.202658;0.000510;3.160970;0
Subject02;EEG Fz;cD7;0.000100;0.000385;0.192232;0.002719;3.306305;0
Subject02;EEG Fz;cD6;0.000615;0.002461;2.124516;0.017401;3.283038;0
Subject02;EEG Fz;cD5;0.001011;0.004002;0.316945;0.028301;3.230549;0
Subject02;EEG Fz;cD4;0.011473;0.050034;9.424066;0.353794;3.294879;0
Subject02;EEG Fz;cD3;0.190365;1.078551;21.219651;7.626506;2.973080;0
Subject02;EEG Fz;cD2;16.619273;68.460290;36.499156;484.087354;2.990396;0
Subject02;EEG Fz;cD1;2113.310983;21858.215678;43.151373;154560.925307;2.104612;0
Subject02;EEG Cz;cA8;0.000008;0.000066;36.361341;0.000468;2.455988;0
Subject02;EEG Cz;cD8;0.000000;0.000042;1.088728;0.000297;2.892881;0
Subject02;EEG Cz;cD7;0.000180;0.000308;0.134724;0.002180;3.512082;0
Subject02;EEG Cz;cD6;0.000516;0.001936;-0.825790;0.013692;3.318405;0
Subject02;EEG Cz;cD5;0.002249;0.003988;0.127327;0.028199;3.449909;0
Subject02;EEG Cz;cD4;0.015704;0.042631;4.406276;0.301446;3.315011;0
Subject02;EEG Cz;cD3;0.253553;0.985927;23.897633;6.971556;2.940354;0
Subject02;EEG Cz;cD2;10.685706;65.540932;37.922775;463.444375;3.025945;0
Subject02;EEG Cz;cD1;1729.550500;18098.405178;43.502686;127975.050303;2.106103;0
Subject02;EEG Pz;cA8;0.000011;0.000079;37.242435;0.000559;2.703460;0
Subject02;EEG Pz;cD8;0.000011;0.000049;3.366393;0.000349;3.004946;0
Subject02;EEG Pz;cD7;0.000092;0.000343;-0.345031;0.002427;3.320470;0
Subject02;EEG Pz;cD6;0.001486;0.002644;1.565152;0.018693;3.436566;0
Subject02;EEG Pz;cD5;0.001788;0.002995;0.580269;0.021174;3.535134;0
Subject02;EEG Pz;cD4;0.019038;0.042846;16.464336;0.302964;3.246488;0
Subject02;EEG Pz;cD3;0.185881;1.019810;17.405908;7.211145;3.055218;0
Subject02;EEG Pz;cD2;9.430290;60.427485;37.821385;427.286844;2.936853;0
Subject02;EEG Pz;cD1;1733.132680;18376.110842;43.521754;129938.725882;2.040026;0
Subject02;EEG A2-A1;cA8;0.000050;0.000350;26.274628;0.002476;2.519586;0
Subject02;EEG A2-A1;cD8;0.000076;0.000414;7.833422;0.002928;2.781214;0
Subject02;EEG A2-A1;cD7;0.003063;0.005525;-0.203816;0.039070;3.401337;0
Subject02;EEG A2-A1;cD6;0.023213;0.038947;1.325788;0.275394;3.550473;0
Subject02;EEG A2-A1;cD5;0.022413;0.037065;-0.288305;0.262092;3.553978;0
Subject02;EEG A2-A1;cD4;0.095182;0.236575;1.225658;1.672841;3.396867;0
Subject02;EEG A2-A1;cD3;0.529625;2.734632;9.051718;19.336770;3.014836;0
Subject02;EEG A2-A1;cD2;22.044659;144.724489;37.236410;1023.356674;2.930504;0
Subject02;EEG A2-A1;cD1;4437.968588;47029.905065;43.627362;332551.647901;2.075785;0
Subject03;EEG Fp1;cA8;0.000001;0.000021;40.149334;0.000146;2.177569;0
Subject03;EEG Fp1;cD8;0.000007;0.000036;7.615828;0.000253;2.934166;0
Subject03;EEG Fp1;cD7;0.000092;0.000416;0.809093;0.002939;2.974267;0
Subject03;EEG Fp1;cD6;0.002016;0.003529;-0.239233;0.024952;3.471714;0
Subject03;EEG Fp1;cD5;0.000705;0.004289;15.861059;0.030327;2.753521;0
Subject03;EEG Fp1;cD4;0.037940;0.072136;4.291070;0.510081;3.371341;0
Subject03;EEG Fp1;cD3;0.193353;1.609596;41.706077;11.381563;2.570812;0
Subject03;EEG Fp1;cD2;16.714755;118.545213;37.901346;838.241238;2.764244;0
Subject03;EEG Fp1;cD1;4038.928148;48906.066583;44.113107;345818.113222;1.703964;0
Subject03;EEG Fp2;cA8;0.000011;0.000097;42.090590;0.000685;2.492602;0
Subject03;EEG Fp2;cD8;0.000044;0.000121;4.309917;0.000857;3.232352;0
Subject03;EEG Fp2;cD7;0.000357;0.000864;0.058243;0.006108;3.405292;0
Subject03;EEG Fp2;cD6;0.002369;0.003953;-0.871109;0.027954;3.535446;0
Subject03;EEG Fp2;cD5;0.000686;0.004212;18.411810;0.029781;2.765427;0
Subject03;EEG Fp2;cD4;0.019225;0.090459;10.494375;0.639639;3.100618;0
Subject03;EEG Fp2;cD3;0.251493;1.976100;39.654406;13.973138;2.684383;0
Subject03;EEG Fp2;cD2;27.098867;185.345158;37.252080;1310.588181;2.800190;0
Subject03;EEG Fp2;cD1;7006.529317;82813.501281;44.261628;585579.883297;1.814597;0
Subject03;EEG F3;cA8;0.000000;0.000053;40.150596;0.000373;2.013245;0
Subject03;EEG F3;cD8;0.000014;0.000080;7.843634;0.000563;2.775261;0
Subject03;EEG F3;cD7;0.000128;0.000524;-0.386634;0.003707;3.148612;0
Subject03;EEG F3;cD6;0.001001;0.001800;-0.356618;0.012730;3.394406;0
Subject03;EEG F3;cD5;0.000367;0.002237;24.307030;0.015821;2.773536;0
Subject03;EEG F3;cD4;0.024839;0.057156;14.864633;0.404151;3.290249;0
Subject03;EEG F3;cD3;0.296483;1.816548;30.407576;12.844933;2.972235;0
Subject03;EEG F3;cD2;28.579493;187.800107;37.045637;1327.947292;2.876670;0
Subject03;EEG F3;cD1;7293.369892;85460.122003;43.621987;604294.317894;1.764882;0
Subject03;EEG F4;cA8;0.000005;0.000040;41.639853;0.000286;2.358504;0
Subject03;EEG F4;cD8;0.000011;0.000055;3.850883;0.000389;2.877135;0
Subject03;EEG F4;cD7;0.000118;0.000475;1.012968;0.003357;3.187908;0
Subject03;EEG F4;cD6;0.001015;0.001774;-0.314324;0.012542;3.432004;0
Subject03;EEG F4;cD5;0.000386;0.002235;21.723221;0.015805;2.865665;0
Subject03;EEG F4;cD4;0.015203;0.050330;20.095320;0.355887;3.143958;0
Subject03;EEG F4;cD3;0.279996;1.713704;27.165828;12.117715;2.893443;0
Subject03;EEG F4;cD2;25.132492;173.868897;35.257904;1229.438761;2.788768;0
Subject03;EEG F4;cD1;6982.307507;82609.875231;44.063516;584140.029687;1.752752;0
Subject03;EEG F7;cA8;0.000002;0.000029;38.855234;0.000204;2.165799;0
Subject03;EEG F7;cD8;0.000018;0.000083;6.727550;0.000589;3.037227;0
Subject03;EEG F7;cD7;0.000254;0.000919;-0.066667;0.006499;3.413528;0
Subject03;EEG F7;cD6;0.002025;0.003855;2.314838;0.027256;3.342515;0
Subject03;EEG F7;cD5;0.000647;0.004508;25.396610;0.031880;2.545153;0
Subject03;EEG F7;cD4;0.040109;0.078649;3.821706;0.556131;3.322311;0
Subject03;EEG F7;cD3;0.221995;1.876617;41.930763;13.269684;2.523763;0
Subject03;EEG F7;cD2;19.295497;137.337321;37.248820;971.121507;2.748244;0
Subject03;EEG F7;cD1;4346.937592;52123.388950;43.746555;368568.017850;1.701911;0
Subject03;EEG F8;cA8;0.000013;0.000109;40.151786;0.000768;2.483758;0
Subject03;EEG F8;cD8;0.000014;0.000074;6.848381;0.000520;2.851519;0
Subject03;EEG F8;cD7;0.000116;0.000481;0.673254;0.003402;3.154650;0
Subject03;EEG F8;cD6;0.001114;0.002855;-0.283135;0.020184;3.274135;0
Subject03;EEG F8;cD5;0.000704;0.004295;24.373638;0.030368;2.773449;0
Subject03;EEG F8;cD4;0.036944;0.071399;5.951780;0.504868;3.409962;0
Subject03;EEG F8;cD3;0.256115;1.927170;37.581162;13.627151;2.660272;0
Subject03;EEG F8;cD2;14.447542;110.728888;34.383883;782.971479;2.494193;0
Subject03;EEG F8;cD1;0.000000;54628.564046;43.941023;386282.280834;1.622036;0
Subject03;EEG T3;cA8;0.000000;0.000019;41.620150;0.000136;2.009296;0
Subject03;EEG T3;cD8;0.000015;0.000082;6.800018;0.000577;2.752338;0
Subject03;EEG T3;cD7;0.000206;0.000824;-0.414762;0.005823;3.181752;0
Subject03;EEG T3;cD6;0.001455;0.002723;-0.539834;0.019256;3.321178;0
Subject03;EEG T3;cD5;0.000454;0.003012;25.284662;0.021296;2.581532;0
Subject03;EEG T3;cD4;0.016201;0.072346;8.668961;0.511566;3.235708;0
Subject03;EEG T3;cD3;0.285406;2.205947;39.364740;15.598399;2.612879;0
Subject03;EEG T3;cD2;33.311906;221.918309;38.386169;1569.199412;2.929926;0
Subject03;EEG T3;cD1;7808.987784;91328.440780;43.994848;645789.597911;1.805995;0
Subject03;EEG T4;cA8;0.000009;0.000170;41.450538;0.001201;2.150361;0
Subject03;EEG T4;cD8;0.000032;0.000134;3.394467;0.000944;3.243413;0
Subject03;EEG T4;cD7;0.000145;0.000616;2.364518;0.004357;3.123670;0
Subject03;EEG T4;cD6;0.001406;0.002454;-0.249666;0.017351;3.472753;0
Subject03;EEG T4;cD5;0.000518;0.003433;28.457139;0.024273;2.629927;0
Subject03;EEG T4;cD4;0.013556;0.066105;14.916874;0.467436;3.039300;0
Subject03;EEG T4;cD3;0.323778;2.157926;31.479782;15.258840;2.854261;0
Subject03;EEG T4;cD2;25.387290;181.123682;36.809781;1280.737838;2.705172;0
Subject03;EEG T4;cD1;7218.985629;86441.135916;44.019652;611231.133795;1.712797;0
Subject03;EEG C3;cA8;0.000014;0.000120;39.576020;0.000847;2.327451;0
Subject03;EEG C3;cD8;0.000030;0.000087;4.191341;0.000612;3.165934;0
Subject03;EEG C3;cD7;0.000248;0.000447;-0.106146;0.003159;3.391725;0
Subject03;EEG C3;cD6;0.000229;0.000958;0.328270;0.006774;3.093116;0
Subject03;EEG C3;cD5;0.000296;0.001734;12.956208;0.012263;2.765153;0
Subject03;EEG C3;cD4;0.009817;0.051818;22.497449;0.366407;3.012688;0
Subject03;EEG C3;cD3;0.206816;1.403610;31.810820;9.925020;2.784008;0
Subject03;EEG C3;cD2;0.000000;93.982687;32.158177;664.557956;2.310151;0
Subject03;EEG C3;cD1;0.000000;53287.425933;43.981931;376799.002293;1.567229;0
Subject03;EEG C4;cA8;0.000016;0.000145;40.719553;0.001024;2.336744;0
Subject03;EEG C4;cD8;0.000015;0.000080;8.162390;0.000566;2.791555;0
Subject03;EEG C4;cD7;0.000117;0.000480;0.403277;0.003396;3.167727;0
Subject03;EEG C4;cD6;0.000899;0.001511;-0.546794;0.010683;3.521203;0
Subject03;EEG C4;cD5;0.000281;0.001718;15.638154;0.012145;2.691519;0
Subject03;EEG C4;cD4;0.009537;0.048984;11.782032;0.346369;2.987039;0
Subject03;EEG C4;cD3;0.325019;1.966837;28.823410;13.907638;2.937277;0
Subject03;EEG C4;cD2;32.322549;210.816374;38.477302;1490.696879;2.936868;0
Subject03;EEG C4;cD1;8326.752446;97326.878287;44.110502;688204.956282;1.816205;0
Subject03;EEG T5;cA8;0.000021;0.000188;40.858989;0.001327;2.283143;0
Subject03;EEG T5;cD8;0.000023;0.000118;5.891162;0.000837;2.832180;0
Subject03;EEG T5;cD7;0.000242;0.001028;1.693053;0.007268;3.158458;0
Subject03;EEG T5;cD6;0.001933;0.003406;-0.468902;0.024087;3.439699;0
Subject03;EEG T5;cD5;0.000501;0.003075;16.464506;0.021741;2.689677;0
Subject03;EEG T5;cD4;0.015666;0.080400;16.576247;0.568514;3.061443;0
Subject03;EEG T5;cD3;0.394909;2.566000;28.910079;18.144358;2.853878;0
